Bin Id	Completeness	Contamination	Strain heterogeneity	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Sample
ERR675525_metabat_27	14.83	0.0	0.0	5	0	UID1338	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	s__Roseburia_hominis	51.3278224088	0.534489	645	0.900095231146	ERR675525
ERR675525_metabat_29	14.21	0.88	0.0	4	0	UID1295	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	49.855378397200006	0.769087	835	0.8842497662809999	ERR675525
ERR675525_metabat_30_sub	21.01	3.0	18.75	11	1	UID1295	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	49.449316147	1.438769	1736	0.89063984559	ERR675525
ERR675525_metabat_32	33.01	0.0	0.0	9	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	48.2322331803	0.70381	730	0.9087466787909999	ERR675525
ERR675525_metabat_33	32.39	0.86	0.0	38	0	UID3189	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	unresolved	34.8978481281	0.43981000000000003	481	0.949578226962	ERR675525
ERR675525_metabat_34	18.47	0.0	0.0	13	0	UID1295	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	48.1701831309	0.706547	871	0.887762597534	ERR675525
ERR675525_metabat_35	13.22	0.0	0.0	5	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	42.159678345799996	0.391513	404	0.902281661145	ERR675525
ERR675526_maxbin_02_sub	3.76	0.94	0.0	6	5	UID2621	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae	59.87281169640001	0.194968	169	0.9149501456649999	ERR675526
ERR675526_maxbin_03	96.23	2.29	0.0	41	0	UID2385	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_biforme	54.8309537224	2.251068	2186	0.8692545049729999	ERR675526
ERR675526_maxbin_04_sub	19.98	0.32	0.0	14	0	UID1254	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	34.9551153553	1.114963	1224	0.8771403176610001	ERR675526
ERR675526_maxbin_05_sub	19.12	0.0	0.0	3	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.0753030062	0.562917	617	0.9168634097030001	ERR675526
ERR675526_maxbin_06_sub	16.56	0.0	0.0	8	0	UID1295	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	52.6335963543	1.603796	2007	0.882231281285	ERR675526
ERR675526_maxbin_07_sub	0.0	0.0	0.0	0	0			unresolved	44.867140794300006	0.148302	188	0.867554045124	ERR675526
ERR675526_maxbin_09	96.64	0.34	0.0	43	0	UID1234	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_leptum	38.592952743699996	1.814989	1758	0.918649093741	ERR675526
ERR675526_maxbin_11_sub	1.72	0.0	0.0	1	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	47.050299501400005	0.41839499999999996	456	0.8921545429559999	ERR675526
ERR675526_maxbin_12_sub	60.41	17.65	1.12	21	4	UID2663	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	s__Bacteroides_uniformis	47.635062261899996	3.447165	3250	0.920409089788	ERR675526
ERR675526_maxbin_19	93.87	1.51	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.1183202936	2.3475610000000002	1878	0.8919542452779999	ERR675526
ERR675526_maxbin_21_sub	6.32	0.0	0.0	4	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.358577796599995	0.689276	825	0.88136102229	ERR675526
ERR675526_maxbin_22_sub	5.96	0.0	0.0	8	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	57.775602593900004	0.065384	64	0.8218371467030001	ERR675526
ERR675526_maxbin_23_sub	2.98	0.0	0.0	5	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	58.4899580969	0.629627	729	0.911519042227	ERR675526
ERR675526_maxbin_25	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.6676048557	2.816919	2427	0.886448989126	ERR675526
ERR675526_maxbin_26	89.96	0.78	0.0	42	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.0459499234	2.802938	2363	0.920416719885	ERR675526
ERR675526_maxbin_27_sub	6.82	0.0	0.0	4	0	UID2790	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	unresolved	41.0166018173	1.05039	1132	0.8795104675409999	ERR675526
ERR675526_maxbin_28_sub	17.9	0.47	66.67	9	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.0081411568	0.677602	676	0.920944743374	ERR675526
ERR675526_metabat_02	99.06	0.38	0.0	42	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	50.113518031400005	2.472081	2142	0.913896834287	ERR675526
ERR675526_metabat_03	98.51	0.37	0.0	43	0	UID2675	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	s__Bacteroides_intestinalis	42.4999304363	5.858214	4607	0.90924315841	ERR675526
ERR675526_metabat_04	86.6	0.38	0.0	40	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	50.3615218115	2.380216	2071	0.9072941279279999	ERR675526
ERR675526_metabat_05	92.53	0.0	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.0018853382	3.607445	3444	0.889278700022	ERR675526
ERR675526_metabat_07_sub	0.0	0.0	0.0	0	0			unresolved	46.7316638745	0.321242	310	0.873223302059	ERR675526
ERR675526_metabat_08	98.39	0.0	0.0	42	0	UID2130	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae	g__Olsenella;s__Atopobium_vaginae	59.005823627299996	1.885621	1593	0.863503323308	ERR675526
ERR675526_metabat_09	98.08	0.16	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.1768055267	2.135138	1857	0.883523219576	ERR675526
ERR675526_metabat_10	97.61	1.26	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.840894760299996	3.2787629999999996	2702	0.9040473495640001	ERR675526
ERR675526_metabat_11	98.61	0.94	0.0	34	0	UID2789	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	unresolved	41.7560568874	4.69424	3889	0.8992034919390001	ERR675526
ERR675526_metabat_12	97.03	0.65	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	50.1044736362	3.568968	3146	0.901689788196	ERR675526
ERR675526_metabat_13	96.44	1.82	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.2155302337	3.726211	3494	0.884885209131	ERR675526
ERR675526_metabat_14	86.81	0.0	0.0	43	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	51.47811231359999	0.90886	915	0.8814041766609999	ERR675526
ERR675526_metabat_16	10.34	0.0	0.0	3	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	44.5457644745	0.290389	257	0.921419199763	ERR675526
ERR675526_metabat_17	95.48	0.48	0.0	43	0	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	49.3913534081	2.245514	1874	0.9128880959990001	ERR675526
ERR675526_metabat_18	96.84	1.01	0.0	34	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	53.254455522600004	2.6486110000000003	2093	0.869125741757	ERR675526
ERR675526_metabat_19	81.7	0.0	0.0	17	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.4268472634	2.045089	1807	0.9193624336149999	ERR675526
ERR675526_metabat_20	75.36	1.09	75.0	36	3	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	59.259313024399994	2.7600990000000003	2908	0.88494760514	ERR675526
ERR675526_metabat_21	88.44	0.81	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	41.740856734	2.733131	2440	0.909171569164	ERR675526
ERR675526_metabat_22	95.76	1.82	0.0	42	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.2246553677	2.927866	2368	0.88146417903	ERR675526
ERR675526_metabat_23_sub	0.36	0.0	0.0	1	0	UID3172	k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales	f__Aquificaceae	49.1042125861	0.45288599999999996	450	0.8336358377159999	ERR675526
ERR675526_metabat_25	96.75	1.18	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	40.824277848200005	2.022909	1848	0.9007127854000001	ERR675526
ERR675526_metabat_27_sub	69.04	0.92	0.0	19	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	45.9175025055	1.904321	1770	0.901636856391	ERR675526
ERR675526_metabat_29_sub	8.33	0.0	0.0	0	0			unresolved	46.9334716053	1.271382	1145	0.911160453742	ERR675526
ERR675526_metabat_30	72.38	1.34	0.0	41	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	40.4733196569	2.887211	3041	0.9039557552249999	ERR675526
ERR675526_metabat_32	87.3	0.81	0.0	41	0	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	35.2056699641	1.451518	1339	0.907282582786	ERR675526
ERR675526_metabat_33	93.05	2.59	0.0	43	0	UID3189	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	unresolved	31.8794756416	1.907746	1825	0.9089092573119999	ERR675526
ERR675526_metabat_36	64.25	11.26	4.55	29	5	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	40.677523667399996	3.873991	4230	0.8793107676299999	ERR675526
ERR675526_metabat_38_sub	55.2	0.19	0.0	13	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	53.2913639788	1.324662	1246	0.915814751235	ERR675526
ERR675526_metabat_39_sub	0.0	0.0	0.0	0	0			unresolved	47.8573057558	0.571659	517	0.936976414261	ERR675526
ERR675526_metabat_40_sub	2.08	0.0	0.0	0	0			unresolved	52.8043089537	0.04595	52	0.911512513602	ERR675526
ERR675526_metabat_41_sub	6.03	0.0	0.0	1	0	UID1229	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__;g__;s__	60.456604033599994	0.48113599999999995	563	0.918378587343	ERR675526
ERR675526_metabat_42_sub	0.0	0.0	0.0	0	0			unresolved	58.010352777399994	0.046	58	0.8834565217389999	ERR675526
ERR675526_metabat_44_sub	17.19	0.0	0.0	2	0	UID1338	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	s__Roseburia_hominis	43.9551607623	0.477616	519	0.9093979263680001	ERR675526
ERR675526_metabat_45_sub	1.72	0.0	0.0	1	0	UID2800	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	s__Bacteroides_plebeius	60.600609075	0.085595	92	0.9304515450669999	ERR675526
ERR675527_maxbin_01	83.87	0.0	0.0	43	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	51.699140120100004	0.8474940000000001	888	0.896139677685	ERR675527
ERR675527_maxbin_02_sub	31.03	0.0	0.0	3	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	46.8601113002	1.396513	1374	0.8958198026080001	ERR675527
ERR675527_maxbin_03_sub	6.11	0.0	0.0	9	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	54.3185796449	0.060032	71	0.90075293177	ERR675527
ERR675527_maxbin_05_sub	66.73	3.98	0.0	22	1	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	50.320154711	2.415551	2484	0.909669056874	ERR675527
ERR675527_maxbin_09_sub	7.5	0.0	0.0	4	0	UID3259	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	g__Bilophila;s__Bilophila_wadsworthia	57.6085309714	0.172758	187	0.865667581241	ERR675527
ERR675527_maxbin_13	65.39	2.24	20.0	24	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	59.6515172174	2.214089	2401	0.8927418906829999	ERR675527
ERR675527_maxbin_14	81.94	0.96	25.0	34	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.5852535642	2.135897	1749	0.8996557418269999	ERR675527
ERR675527_maxbin_15_sub	5.96	0.0	0.0	8	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.0056980057	0.049139999999999996	58	0.878286528287	ERR675527
ERR675527_maxbin_18_sub	47.71	12.35	4.35	17	10	UID2803	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	unresolved	44.7566662146	3.3667510000000003	3327	0.906522935614	ERR675527
ERR675527_maxbin_21_sub	6.62	0.0	0.0	7	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	37.2421629056	0.939328	1104	0.881216146011	ERR675527
ERR675527_maxbin_22	76.41	4.29	0.0	27	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.216689955	2.2181330000000004	1983	0.9226723555349999	ERR675527
ERR675527_metabat_01	97.97	0.37	0.0	36	0	UID2675	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	s__Bacteroides_intestinalis	42.609931184699995	5.871576	4595	0.909070920652	ERR675527
ERR675527_metabat_02	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.6449645979	2.718846	2324	0.8855165022220001	ERR675527
ERR675527_metabat_03	95.86	0.56	0.0	43	0	UID2789	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	unresolved	41.9024893609	4.553926000000001	3734	0.89888944177	ERR675527
ERR675527_metabat_04	98.48	0.67	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.3956325484	3.6460739999999996	3442	0.883815578071	ERR675527
ERR675527_metabat_05	57.11	0.0	0.0	32	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	52.5682174518	1.4217950000000001	1191	0.9146072394399999	ERR675527
ERR675527_metabat_07	95.16	4.65	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.0619463712	3.664397	3086	0.9033224293109999	ERR675527
ERR675527_metabat_08	95.07	0.96	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.393582467399995	1.9665380000000001	1750	0.885991015683	ERR675527
ERR675527_metabat_10	90.35	0.75	0.0	30	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	53.7980012337	2.3465689999999997	1837	0.8704061120730001	ERR675527
ERR675527_metabat_11	98.11	2.29	0.0	41	0	UID2385	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_biforme	54.7853117885	2.225515	2152	0.8717685569410001	ERR675527
ERR675527_metabat_12	97.67	1.82	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.078151616199996	3.043503	2468	0.880016875291	ERR675527
ERR675527_metabat_13_sub	0.0	0.0	0.0	0	0			unresolved	48.838984818	0.297901	282	0.890963776557	ERR675527
ERR675527_metabat_14	89.15	1.15	0.0	41	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.29811934439999	3.4117599999999997	3210	0.907922890238	ERR675527
ERR675527_metabat_16_sub	5.17	0.0	0.0	1	0	UID2623	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	g__Dysgonomonas	50.444616503599995	0.127975	116	0.9128814221529999	ERR675527
ERR675527_metabat_17	83.08	2.01	10.0	31	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	44.18671846310001	3.234887	3143	0.8840172778829999	ERR675527
ERR675527_metabat_19	92.54	1.18	0.0	41	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	41.366033817600005	1.8629639999999998	1791	0.911232315815	ERR675527
ERR675527_metabat_20_sub	0.0	0.0	0.0	0	0			unresolved	46.325850883	0.057728999999999996	69	0.8826413067960001	ERR675527
ERR675527_metabat_24_sub	1.72	0.0	0.0	1	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	54.543877403500005	0.06917999999999999	85	0.869528765539	ERR675527
ERR675527_metabat_25	60.48	1.82	0.0	30	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	40.9278482794	2.424118	2609	0.9040611884399999	ERR675527
ERR675527_metabat_26	58.0	0.0	0.0	31	0	UID2130	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae	g__Olsenella;s__Atopobium_vaginae	57.800237108400005	1.05124	1129	0.8543539058640001	ERR675527
ERR675527_metabat_27	52.71	0.0	0.0	39	0	UID1234	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_leptum	39.795528545799996	0.9685860000000001	1041	0.925508937771	ERR675527
ERR675527_metabat_29_sub	4.17	0.0	0.0	0	0			unresolved	42.335621994899995	0.152135	163	0.899740362178	ERR675527
ERR675528_maxbin_04_sub	21.05	0.0	0.0	2	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	56.9506098983	1.4836200000000002	1874	0.8916002750030001	ERR675528
ERR675528_maxbin_05_sub	25.77	0.0	0.0	5	0	UID1255	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	50.27346478	0.800767	894	0.927992786916	ERR675528
ERR675528_maxbin_06_sub	35.53	5.85	28.12	20	10	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	61.9312938816	1.1980600000000001	1230	0.900464083602	ERR675528
ERR675528_maxbin_08_sub	0.0	0.0	0.0	0	0			unresolved	41.1982264288	0.28168200000000004	281	0.840792098892	ERR675528
ERR675528_maxbin_09_sub	8.62	0.0	0.0	1	0	UID3848	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae	g__Neorickettsia	49.6927529716	0.8926649999999999	1102	0.903132754169	ERR675528
ERR675528_maxbin_12_sub	2.39	0.0	0.0	3	0	UID1247	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum_lentocellum	38.6139108618	1.344387	1716	0.8807575497229999	ERR675528
ERR675528_maxbin_13_sub	4.17	0.0	0.0	0	0			unresolved	40.535496389	1.028129	1155	0.858761886884	ERR675528
ERR675528_maxbin_14_sub	0.0	0.0	0.0	0	0			unresolved	47.5649487601	0.248927	262	0.867153824214	ERR675528
ERR675528_maxbin_15	98.28	12.62	0.0	42	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	51.6813756918	5.209938	4867	0.884315897809	ERR675528
ERR675528_maxbin_16_sub	95.87	3.67	0.0	43	0	UID398	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_johnsonii	unresolved	34.1672862659	1.9927169999999998	1967	0.896497094168	ERR675528
ERR675528_maxbin_17	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.260970479499996	2.97797	2589	0.8849864169220001	ERR675528
ERR675528_maxbin_19_sub	65.91	14.26	42.55	20	19	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.391384153800004	2.187816	2381	0.9105893731470001	ERR675528
ERR675528_maxbin_20_sub	20.34	1.72	0.0	4	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	57.04684199770001	1.8328389999999999	2079	0.883927611754	ERR675528
ERR675528_maxbin_21_sub	2.46	0.0	0.0	2	0	UID1256	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	46.396042603999994	1.0036969999999998	1101	0.8641950708230001	ERR675528
ERR675528_maxbin_22	39.12	0.81	100.0	14	0	UID2126	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae	g__Enterorhabdus;s__Enterorhabdus_mucosicola	63.1303222871	1.1283889999999999	1156	0.880639566674	ERR675528
ERR675528_maxbin_24_sub	42.42	21.93	5.56	4	2	UID3811	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	f__Anaplasmataceae	64.0957502479	3.112347	3577	0.89364360722	ERR675528
ERR675528_maxbin_25	78.69	15.81	9.09	32	7	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.7424538029	1.993685	2042	0.8870313013339999	ERR675528
ERR675528_maxbin_28_sub	5.02	0.0	0.0	8	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	56.018473570699996	0.741751	807	0.915215483363	ERR675528
ERR675528_maxbin_29_sub	1.72	0.0	0.0	8	0	UID540	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_3;g__Lactobacillus_3	f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_animalis	41.8292418577	0.074012	56	0.8629546560019999	ERR675528
ERR675528_metabat_02_sub	82.98	3.59	86.67	28	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.3106074333	3.272829	3063	0.904925982995	ERR675528
ERR675528_metabat_05	96.23	2.29	0.0	41	0	UID2385	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_biforme	55.1531098237	2.04975	1965	0.8705325039640001	ERR675528
ERR675528_metabat_06	95.95	0.48	0.0	43	0	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	48.5114460508	2.6000240000000003	2173	0.9033485844750001	ERR675528
